id,title,label
3970,A liberal plan to defeat ISIS: Here’s how we avoid Ted Cruz’s religious police state,REAL
10557,A List of Best Password Managers Offering Both Free and Premium Services,FAKE
7987,A Martian Looks at Election Day,FAKE
8698,"A Materialist Analysis of Why I am Voting Green, and Why the Left Should Do the Same",FAKE
6412,A Measure of Fascism in America,FAKE
1982,A Message to my Fellow Republicans,REAL
306,A monumental test for Boehner,REAL
8548,A Mormon Reader Says Most Mormons Will Still Back Trump,FAKE
10380,A Mr. Clark Kent arrested for public phone box indecency. More soon.,FAKE
5241,A new 50-state poll shows exactly why Clinton holds the advantage over Trump,REAL
4514,A new 9/11 memorial to Flight 93: ‘Our loved ones left a legacy for all of us’,REAL
2806,"A nuclear deal has been reached, but Iran must free Jason Rezaian",REAL
10248,A perfect mashup of “Stranger Things” and “A Charlie Brown Christmas”,FAKE
5523,"A Pimp Just Revealed Trump Also Raped 12-Year-Old Girl, Threat To Kill Witnesses",FAKE
8055,"A Reader Refers Us To Englishman Pat Condell On Brexit, The Trump Election, And “America’s Moment Of Truth”",FAKE
693,A report said Trump's donations to vets might be shady. His response was predictable.,REAL
7682,A Republican Representative Just Called For Hillary To Be Killed By Firing Squad,FAKE
3029,A semi-radical plan to elect more moderates to Congress,REAL
4178,A sharp exchange over election-year polling offers thoughts for the rest of us,REAL
5223,A sharpened debate: Is it ethical to not vote this year for president?,REAL
887,A shutout for Donald Trump - The Boston Globe,REAL
3645,A standard dejection in the IRS help line,REAL
4840,A suburban tide against Trump could sink his election bid,REAL
4036,A surprisingly fascinating theory for why Canada is so boring,REAL
5091,"A Tale of 2 Americas: Platforms Show World of Difference Between Dems, GOP",REAL
9397,A Tea Party Congressman Just Called For Armed Uprising If Trump Loses,FAKE
8683,A Tear in the Fabric of America’s Political Theater,FAKE
2176,A ten point plan to defeat ISIS,REAL
5636,A Transformational November of Taking a Stand,FAKE
6105,A Trump Supporter Just Held Six Children At Gunpoint For Dumbest Reason Ever,FAKE
8078,A very accurate pisstake of craft beer culture,FAKE
1059,A whirlwind day in D.C. showcases Trump’s unorthodox views and shifting tone,REAL
Last but definitely not least, in this political ad,REAL
9837,Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE
8577,"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw",FAKE
8896,‘Anti-Establishment’ Trump Plans to Appoint Goldman Sachs and George Soros Insiders,FAKE
6767,‘Arab Spring’ and the Washington-Brussels-Riyadh Axis,FAKE
3613,‘Are We Next?’,REAL
7905,"‘Beyonce, Jay Z, Hillary Clinton – You Don’t Represent All Blacks, Women’",FAKE
95,‘Britain’s Schindler’ Dies at 106,REAL
6872,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",FAKE
5738,"‘Chairman Cash’ – John Podesta is Paid $7,000 a Month by Foundation Run by Banker With Ties to Financial Crisis",FAKE
7518,‘Conspiracy Theorists’ Believe They’ve Found Justice Scalia’s MURDER Plot,FAKE
10463,"‘Go Back to Where You Claim Home,’ Kansas Lawmaker Tells Protester",FAKE
139,"‘Hands up, don’t shoot’ was built on a lie",REAL
9403,‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock,FAKE
1464,‘He’s Cuban. I’m Mexican.’: Can Rubio and Cruz connect with Latino voters?,REAL
6817,‘I Don’t Rent To N s’: Smoking Gun Proves Trump Family Racism (VIDEO) | Addicting Info | The Knowledge You Crave,FAKE
8344,‘Ignored’ voter to become ‘absolutely shafted’ voter,FAKE
6155,‘Inferno’ and the Overpopulation Myth,FAKE
7419,"‘Intl Community Still Financing, Protecting Terrorists’ – Mother Agnes, Vanessa Beeley on Syria",FAKE
8277,‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,FAKE
9497,"‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university",FAKE
8760,‘McCarthyism’ Rides Again. And It's Again Poisoning the Foundations of a Free Society in the US - Justin Raimondo,FAKE
3774,‘Mentally Ill’ Officer: Give Me Back My Gun,REAL
8046,"‘Most wanted’ drug baron hands himself in, says life on the run ‘got too much’",FAKE
9843,‘On Contact’: Chris Hedges and Medea Benjamin on the U.S.-Saudi Alliance,FAKE
1859,‘Paid for by O’Malley for President’ — and 9 other signs O’Malley is in,REAL
4563,‘People in Europe are full of fear’ over refugee influx,REAL
10203,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,FAKE
7120,‘Solar Winds’ Spur Geomagnetic Storm That May Affect Power,FAKE
4354,‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,REAL
243,‘Supermajority’ of House Freedom Caucus to back Paul Ryan’s speaker bid,REAL
4709,‘Take The Money!!’: Emails Show How Clinton Campaign Manages Lobbyist Donations,REAL
5291,‘That’s the CRAP young people pay attention to.’ Team Hillary trashes millennials #PodestaEmails21,FAKE
9529,‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump,FAKE
7940,"‘Tolerant’ Liberals Show Nothing But Contempt, Hatred Toward Nation’s Only Black Supreme Court Justice",FAKE
6359,"‘UFO’ Spotted Over Vienna, Frightened Onlookers Call Police",FAKE
2179,‘We Caved’,REAL
5710,"‘We never denied Israel’s right to Jerusalem, Temple Mount’",FAKE
8479,‘We The People’ Against Tyranny: Seven Principles For Free Government,FAKE
10531,‘Why is it the first time I’m hearing about this?’ asks office wanker,FAKE
1905,“A dream come true for Hillary Clinton”: Wall Street Journal editorial board rips Ted Cruz,REAL
8834,“America has lost” in the Philippines,FAKE
6247,“Bernie needs to be ground to a pulp.” Leaked Email to John Podesta in February,FAKE
6101,“Beware of the Shadow Government”: Ron Paul Advises President-Elect,FAKE
8082,“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,FAKE
9170,“Brexit means Clusterfuck” confirms Prime Minister,FAKE
10391,"“CLINTON, INC”: WATCH HOW’S IT PAINS MSM TO REPORT CLINTON CORRUPTION",FAKE
10193,“Donald Trump And The Rise Of White Identity In Politics”,FAKE
8066,“Fu**ing Insane”: Clinton Aide Freaks Out About Hillary Emails in Message Just Released by WikiLeaks,FAKE
9089,“Has science gone too far?”,FAKE
4723,“He and I Haven’t Spoken”: Trump and Pence Are Having a Very Public Couple’s Argument,REAL
1873,"“He’s filling the government with Muslims”: Hanging out with Ted Cruz, Mike Huckabee and Rand Paul inside New Hampshire’s wacky GOP 2016 cattle call",REAL
9824,“Homicides Up 55 Percent”–Chicago Stays Vibrant,FAKE
10472,“Honor Our Immigrant Veterans” Replayed,FAKE
6753,"“I feel like these Topshop models are sick of me apologising, but also maybe willing to hear me out”",FAKE
2874,“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,REAL
7589,“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach,FAKE
2726,“Idiocy”: New York Times editorial board scorches GOP’s nuclear sabotage,REAL
9260,"“If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution",FAKE
8804,“Ignorant scum who disagree with me should be more tolerant” complains voter,FAKE
8734,"“MODERATE” INDONESIA: Protest against a Christian governor turns violent as more than 100,000 Muslims demand death for Christian governor who “blasphemed” Islam",FAKE
9987,“My Trampoline Addiction Hell” Buster The Boxer Tells All,FAKE
8721,"“National Mood” Focus Group Reflects Angry, Divided America",FAKE
9051,“Nothing Good Can Come of This Election”–and That’s Good,FAKE
7942,“Organic” Food From China Found To Be Highly Contaminated,FAKE
5529,“Scary Stories In 5 Words” are terrifying tales for people short on time,FAKE
2084,“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal,REAL
7211,"“We are losing control of the streets,” say police as Angela Merkel’s Germany descends into chaos and lawlessness",FAKE
6025,“We Were Long Overdue A Presidential Assassination Anyway”,FAKE
10016,"“We won, you lost, get over it” Brexiters told outside High Court",FAKE
6134,“Well It Was Nice While It Lasted” – Democracy,FAKE
9502,"“When You Speak Up for the MOVE 9, You Speak Up for Yourself”",FAKE
5876,"“Wikileaks is the Mossad, Stupid, Not the Russians, We are playing them like a fiddle…” Assange (sort of)",FAKE
7358,"“You Ruined Your Own Communities, Don’t Ruin Ours”–Chicago Whites Demonstrate Against Black Lives Matter After Black Shot",FAKE
4310,“Your little brother is not the ultimate authority”: How Jeb Bush cheated America & helped deliver the presidency to W,REAL
9867,Abby Martin Exposes Hillary Clinton Chair John Podesta,FAKE
7386,Abedin & Weiner to Testify Against Clinton,FAKE
30,Abortion bill dropped amid concerns of female GOP lawmakers,REAL
4210,Abortion gaffes show Trump is the left-wing caricature of a conservative,REAL
6726,"About Time! CNN Fires Donna Brazile for Rigging Debates, Giving Hillary Questions in Advance",FAKE
1524,Accord reached after Sanders sues the DNC over suspended access to critical voter list,REAL
8041,"According to this college prof, canoes are symbol of cultural appropriation",FAKE
6912,ACLU Threatens War Against President Trump,FAKE
4016,Acting out of weakness? Why Obama's dangerously wrong about Putin's intentions in Syria,REAL
2001,Activists bristle at Clinton fundraising,REAL
4859,"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",REAL
4676,Adelson's Review-Journal Gives Trump First Major Endorsement,REAL
6516,ADHD NATION: How Big Pharma Created the ADHD Epidemic,FAKE
2801,Administration officials defend Iran nuclear deal,REAL
3494,Admit it: You love Tax Day! (Opinion),REAL
2287,Advocates Aim to Expand Gay Rights at State Level,REAL
2811,Afghan intelligence officials confirm death of Taliban leader Mullah Omar,REAL
2799,"Afghan officials say Mullah Omar, Taliban leader, may be dead",REAL
2786,Afghanistan: 19 die in air attacks on hospital; U.S. investigating,REAL
7199,Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit,FAKE
7494,After 3 Years of Suffering 19 Year Old Girl Dies from Gardasil Vaccine Injuries,FAKE
4209,After a terrible week Trump sticks with style over substance in Wisconsin,REAL
1066,"After Brussels, Trump's 'strength' resonates with GOP voters (+video)",REAL
5926,After Debate Duke Says USA becoming Banana Republic,FAKE
8563,"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",FAKE
2245,"After Kim Davis is jailed, marriage license issued",REAL
154,"After nearly five years, Boehner could never land the ‘big deal’ he wanted",REAL
918,"After New York Wins, Trump And Clinton Look Forward To Knockout Round",REAL
1623,"After Obama changes tack on Syria, what would the presidential candidates do?",REAL
2454,After Obamacare: The next Democratic health agenda,REAL
1373,"After political upheaval in Iowa, what next? (+video)",REAL
3754,"After riots, Baltimore residents take to streets – to help one another",REAL
120,"After S.C. police shooting, a radically different response (+video)",REAL
1201,"After strong debate, Christie, Bush resume attack on Rubio",REAL
1029,"After stumbles, Trump seeks to avert damaging loss in Wisconsin",REAL
7869,"After Terrorizing America With Zika Scaremongering, MSM Admits Zika Doesn't Cause Brain Deformities",FAKE
9194,"After terrorizing America with Zika scaremongering, Washington Post now admits Zika virus doesn’t cause brain deformities after all",FAKE
10210,"After terrorizing America with Zika scaremongering, Washington Post now admits Zika virus doesn’t cause brain deformities after all",FAKE
1110,"After the latest debacle, we agree with Donald Trump: “We’ve had enough of the debates”",REAL
3124,"After tragic shooting, Charleston church reopens with prayer, songs and tears",REAL
4252,"After Trump’s Super Tuesday romp, GOP establishment seeks unity to slow surge",REAL
8468,"After Vets Fight War, Feds Demand Money Back",FAKE
5481,"After Vets Fight War, Feds Demand Money Back… But Illegals And Refugees Can Keep Their Money",FAKE
2775,"After vowing to end two wars, Obama may leave three behind",REAL
5318,AG Lynch Told Comey,FAKE
6437,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,FAKE
10321,Agencies of Fear,FAKE
5897,Ahead Of Tomorrow’s Fed Meeting There Are Some Very Strange Things Happening,FAKE
9857,Aid Agencies in Iraq Brace for Exodus as Civilians Flee Mosul,FAKE
6661,Aide Said He Was Running 'Bill Clinton Inc.' in New WikiLeaks Dump,FAKE
6238,AIDS “Patient Zero” Not the Source of the Outbreak,FAKE
6834,AIG Quadruples Limits for Terrorism Insurance to $1 Billion,FAKE
2192,"Aiming to break ISIS, dollar by dollar",REAL
2951,"Airstrikes Move To Syria, Target More Than Just ISIS",REAL
10510,Al Gore Made Nearly $200 Million from the Global Warming Scam — Likely to Become the World's First 'Carbon Billionaire',FAKE
3548,"Al Qaeda leaders say group near collapse amid rise of ISIS, report claims",REAL
3622,Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,REAL
3575,Al Shabaab calls for attack on Mall of America in new video,REAL
2299,Alabama begins issuing marriage licenses to gay couples,REAL
2316,Alabama Lawmaker: Same-Sex Couples Don’t Deserve Same Financial Benefits As Other Families,REAL
9738,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,FAKE
2527,Alabama Sen. Sessions Backs Trump’s Immigration Platform,REAL
2246,Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order,REAL
2379,Alaska scrambles to prevent Obamacare collapse,REAL
8823,"ALERT – New Bill Clinton Mistress Confirmed, Hillary Camp Panics…",FAKE
5802,Alert News : Putins Army Is Coming For World War3 Against Obama year 2016 New Video!!!,FAKE
9667,Alex Collier on Angels 2016-10-22 [VIDEO],FAKE
9719,Alien Insects Capture In UK,FAKE
8585,Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,FAKE
9073,All Brexit arguments settled by 0.5 per cent third-quarter growth,FAKE
6898,"All Governments Lie, The Movie",FAKE
8165,"All Governments Lie, The Movie",FAKE
4228,All three Republican presidential candidates back away from pledge to support eventual nominee,REAL
